Code,Depto,Municipio,Censo Electoral,Participación/Total votación,Abstención,Ganador Circunscripción Nacional,Votos Válidos (Nacional),Alianza Verde,Cambio Radical,Centro Democrático,Partido Conservador,FARC,Partido Liberal,Opción Ciudadana,MIRA,Polo Democrático Alternativo,Partido de la U,Somos,Todos Somos Colombia,Coalición Lista de la Decencia (ASI-UP-MAIS),GSC Colombia Justa Libres,GSC Si se puede,GSC Unión con Fortaleza,Voto en Blanco (Nacional),Ganador Circunscripción Indígena,Votos Válidos Indígenas,Autoridad Tradicional Casiyouren,MAIS,AICO,Movimiento Indígena Ambiental - MIA,Movimiento Político Soberanía,ASI,Renovación Étnica de Colombia,Voto en Blanco (Indígena),Vótos Válidos (todas las circunscripciones),Votos Inválidos,Votos Nulos,Tarjetones no Marcados,%Participación,%Abstención,%Votos Válidos (Nacional),%Alianza Verde,%Cambio Radical,%Centro Democrático,%Partido Conservador,%FARC,%Partido Liberal,%Opción Ciudadana,%MIRA,%Polo Democrático Alternativo,%Partido de la U,%Somos,%Todos Somos Colombia,%Coalición Lista de la Decencia (ASI-UP-MAIS),%GSC Colombia Justa Libres,%GSC Si se puede,%GSC Unión con Fortaleza,%Voto en Blanco (Nacional),%Válidos Indígenas,%Autoridad Tradicional Casiyouren,%MAIS,%AICO,%Movimiento Indígena Ambiental - MIA,%Movimiento Político Soberanía,%ASI,%Renovación Étnica de Colombia,%Voto en Blanco (Indígena),%Vótos Válidos (todas las circunscripciones),%Votos Inválidos,%Votos Nulos,%Tarjetones no Marcados
27495,Chocó,Nuquí,5496,2599,2897,Partido Liberal,1623,115,193,82,234,0,442,4,7,2,429,0,3,1,0,1,1,109,MAIS,122,1,92,10,0,0,2,0,17,1745,854,132,722,47.3%,52.7%,62.4%,7.1%,11.9%,5.1%,14.4%,0.0%,27.2%,0.2%,0.4%,0.1%,26.4%,0.0%,0.2%,0.1%,0.0%,0.1%,0.1%,6.7%,4.7%,0.8%,75.4%,8.2%,0.0%,0.0%,1.6%,0.0%,13.9%,67.1%,32.9%,5.1%,27.8%
27580,Chocó,Río Iro,4084,2201,1883,Partido Liberal,1906,435,169,124,76,0,782,20,12,4,272,0,3,0,1,0,7,1,MAIS,8,0,6,0,0,0,0,0,2,1914,287,109,178,53.9%,46.1%,86.6%,22.8%,8.9%,6.5%,4.0%,0.0%,41.0%,1.0%,0.6%,0.2%,14.3%,0.0%,0.2%,0.0%,0.1%,0.0%,0.4%,0.1%,0.4%,0.0%,75.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,87.0%,13.0%,5.0%,8.1%
27600,Chocó,Río Quito,6809,4200,2609,Partido Liberal,3564,219,230,89,1076,4,1129,43,25,56,585,4,4,24,18,3,36,19,MAIS,86,0,82,1,0,0,2,0,1,3650,550,337,213,61.7%,38.3%,84.9%,6.1%,6.5%,2.5%,30.2%,0.1%,31.7%,1.2%,0.7%,1.6%,16.4%,0.1%,0.1%,0.7%,0.5%,0.1%,1.0%,0.5%,2.0%,0.0%,95.3%,1.2%,0.0%,0.0%,2.3%,0.0%,1.2%,86.9%,13.1%,8.0%,5.1%
27615,Chocó,Riosucio,20512,7267,13245,Partido de la U,3486,297,357,162,99,28,953,209,21,34,1135,2,37,26,10,8,10,98,MAIS,2354,2,2252,8,0,1,30,13,48,5840,1427,450,977,35.4%,64.6%,48.0%,8.5%,10.2%,4.6%,2.8%,0.8%,27.3%,6.0%,0.6%,1.0%,32.6%,0.1%,1.1%,0.7%,0.3%,0.2%,0.3%,2.8%,32.4%,0.1%,95.7%,0.3%,0.0%,0.0%,1.3%,0.6%,2.0%,80.4%,19.6%,6.2%,13.4%
27660,Chocó,San José del Palmar,4222,1710,2512,Partido de la U,1482,40,121,32,286,8,119,0,4,19,822,2,7,6,2,0,1,13,Voto en Blanco ,8,0,1,2,0,1,0,0,4,1490,220,130,90,40.5%,59.5%,86.7%,2.7%,8.2%,2.2%,19.3%,0.5%,8.0%,0.0%,0.3%,1.3%,55.5%,0.1%,0.5%,0.4%,0.1%,0.0%,0.1%,0.9%,0.5%,0.0%,12.5%,25.0%,0.0%,12.5%,0.0%,0.0%,50.0%,87.1%,12.9%,7.6%,5.3%
27745,Chocó,Sipí,2588,1419,1169,Cambio Radical,1171,45,358,7,175,1,84,128,8,1,356,0,1,0,3,0,0,4,MAIS,12,0,12,0,0,0,0,0,0,1183,236,72,164,54.8%,45.2%,82.5%,3.8%,30.6%,0.6%,14.9%,0.1%,7.2%,10.9%,0.7%,0.1%,30.4%,0.0%,0.1%,0.0%,0.3%,0.0%,0.0%,0.3%,0.8%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,83.4%,16.6%,5.1%,11.6%
27787,Chocó,Tadó,12897,6556,6341,Partido Liberal,5403,467,352,203,1016,44,1522,339,75,117,1133,0,24,8,31,8,15,49,MAIS,222,0,193,2,0,1,2,0,24,5625,931,477,454,50.8%,49.2%,82.4%,8.6%,6.5%,3.8%,18.8%,0.8%,28.2%,6.3%,1.4%,2.2%,21.0%,0.0%,0.4%,0.1%,0.6%,0.1%,0.3%,0.9%,3.4%,0.0%,86.9%,0.9%,0.0%,0.5%,0.9%,0.0%,10.8%,85.8%,14.2%,7.3%,6.9%
27800,Chocó,Unguía,8426,3439,4987,Cambio Radical,2389,148,729,198,470,1,329,77,1,17,299,1,6,12,22,4,4,71,MAIS,205,0,162,0,0,1,3,1,38,2594,845,193,652,40.8%,59.2%,69.5%,6.2%,30.5%,8.3%,19.7%,0.0%,13.8%,3.2%,0.0%,0.7%,12.5%,0.0%,0.3%,0.5%,0.9%,0.2%,0.2%,3.0%,6.0%,0.0%,79.0%,0.0%,0.0%,0.5%,1.5%,0.5%,18.5%,75.4%,24.6%,5.6%,19.0%
27810,Chocó,Unión Panamericana,5300,2904,2396,Partido Liberal,2293,125,231,144,339,341,515,260,30,41,213,2,15,10,7,1,1,18,MAIS,21,0,8,0,0,4,0,1,8,2314,590,203,387,54.8%,45.2%,79.0%,5.5%,10.1%,6.3%,14.8%,14.9%,22.5%,11.3%,1.3%,1.8%,9.3%,0.1%,0.7%,0.4%,0.3%,0.0%,0.0%,0.8%,0.7%,0.0%,38.1%,0.0%,0.0%,19.0%,0.0%,4.8%,38.1%,79.7%,20.3%,7.0%,13.3%
41001,Huila,Neiva,262365,139187,123178,Centro Democrático,119591,9143,12890,19343,17902,974,13782,2353,7107,5273,10137,876,335,5546,4310,98,293,9229,Voto en Blanco ,3765,6,146,43,24,68,113,30,3335,123356,15831,10764,5067,53.1%,46.9%,85.9%,7.6%,10.8%,16.2%,15.0%,0.8%,11.5%,2.0%,5.9%,4.4%,8.5%,0.7%,0.3%,4.6%,3.6%,0.1%,0.2%,7.7%,2.7%,0.2%,3.9%,1.1%,0.6%,1.8%,3.0%,0.8%,88.6%,88.6%,11.4%,7.7%,3.6%
41006,Huila,Acevedo,18955,9295,9660,Partido Conservador,7962,239,533,1835,2516,7,679,104,119,80,1268,14,15,48,274,3,21,207,Voto en Blanco ,96,0,6,0,0,0,5,1,84,8058,1237,471,766,49.0%,51.0%,85.7%,3.0%,6.7%,23.0%,31.6%,0.1%,8.5%,1.3%,1.5%,1.0%,15.9%,0.2%,0.2%,0.6%,3.4%,0.0%,0.3%,2.6%,1.0%,0.0%,6.3%,0.0%,0.0%,0.0%,5.2%,1.0%,87.5%,86.7%,13.3%,5.1%,8.2%
41013,Huila,Agrado,7008,3722,3286,Partido Conservador,3289,189,182,328,1197,5,784,19,154,51,145,13,9,22,82,0,8,101,Voto en Blanco ,56,0,1,0,0,0,1,0,54,3345,377,138,239,53.1%,46.9%,88.4%,5.7%,5.5%,10.0%,36.4%,0.2%,23.8%,0.6%,4.7%,1.6%,4.4%,0.4%,0.3%,0.7%,2.5%,0.0%,0.2%,3.1%,1.5%,0.0%,1.8%,0.0%,0.0%,0.0%,1.8%,0.0%,96.4%,89.9%,10.1%,3.7%,6.4%
41016,Huila,Aipe,15317,6471,8846,Partido Liberal,5523,207,828,794,746,11,985,90,266,128,880,22,13,111,119,0,12,311,Voto en Blanco ,139,0,5,0,1,0,4,1,128,5662,809,371,438,42.2%,57.8%,85.4%,3.7%,15.0%,14.4%,13.5%,0.2%,17.8%,1.6%,4.8%,2.3%,15.9%,0.4%,0.2%,2.0%,2.2%,0.0%,0.2%,5.6%,2.1%,0.0%,3.6%,0.0%,0.7%,0.0%,2.9%,0.7%,92.1%,87.5%,12.5%,5.7%,6.8%
41020,Huila,Algeciras,14852,6303,8549,Partido Liberal,5287,140,649,492,191,240,1321,30,388,113,887,7,9,125,484,7,3,201,Voto en Blanco ,83,0,5,1,2,1,2,1,71,5370,933,296,637,42.4%,57.6%,83.9%,2.6%,12.3%,9.3%,3.6%,4.5%,25.0%,0.6%,7.3%,2.1%,16.8%,0.1%,0.2%,2.4%,9.2%,0.1%,0.1%,3.8%,1.3%,0.0%,6.0%,1.2%,2.4%,1.2%,2.4%,1.2%,85.5%,85.2%,14.8%,4.7%,10.1%
41026,Huila,Altamira,3087,1479,1608,Partido Liberal,1290,50,180,167,214,9,266,14,12,26,225,7,1,18,12,0,7,82,Voto en Blanco ,20,0,0,0,0,0,0,0,20,1310,169,75,94,47.9%,52.1%,87.2%,3.9%,14.0%,12.9%,16.6%,0.7%,20.6%,1.1%,0.9%,2.0%,17.4%,0.5%,0.1%,1.4%,0.9%,0.0%,0.5%,6.4%,1.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,88.6%,11.4%,5.1%,6.4%
41078,Huila,Baraya,6045,2451,3594,Partido Liberal,2070,71,209,317,246,23,399,45,170,85,276,6,4,52,48,1,4,114,Voto en Blanco ,49,0,3,0,0,0,2,1,43,2119,332,110,222,40.5%,59.5%,84.5%,3.4%,10.1%,15.3%,11.9%,1.1%,19.3%,2.2%,8.2%,4.1%,13.3%,0.3%,0.2%,2.5%,2.3%,0.0%,0.2%,5.5%,2.0%,0.0%,6.1%,0.0%,0.0%,0.0%,4.1%,2.0%,87.8%,86.5%,13.5%,4.5%,9.1%
41132,Huila,Campoalegre,25107,12618,12489,Centro Democrático,10558,246,1094,1965,944,747,1400,241,833,304,1350,23,14,253,526,0,14,604,Voto en Blanco ,257,0,4,7,1,2,8,1,234,10815,1803,988,815,50.3%,49.7%,83.7%,2.3%,10.4%,18.6%,8.9%,7.1%,13.3%,2.3%,7.9%,2.9%,12.8%,0.2%,0.1%,2.4%,5.0%,0.0%,0.1%,5.7%,2.0%,0.0%,1.6%,2.7%,0.4%,0.8%,3.1%,0.4%,91.1%,85.7%,14.3%,7.8%,6.5%
41206,Huila,Colombia,6726,3578,3148,Partido Liberal,3120,26,652,231,742,6,1018,31,9,28,275,3,0,11,41,0,1,46,Voto en Blanco ,11,0,0,0,0,0,0,0,11,3131,447,179,268,53.2%,46.8%,87.2%,0.8%,20.9%,7.4%,23.8%,0.2%,32.6%,1.0%,0.3%,0.9%,8.8%,0.1%,0.0%,0.4%,1.3%,0.0%,0.0%,1.5%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,87.5%,12.5%,5.0%,7.5%
41244,Huila,Elías,3292,1692,1600,Partido Conservador,1440,45,308,281,395,1,122,9,57,27,75,1,1,32,32,1,7,46,Voto en Blanco ,13,1,1,0,0,0,1,0,10,1453,239,109,130,51.4%,48.6%,85.1%,3.1%,21.4%,19.5%,27.4%,0.1%,8.5%,0.6%,4.0%,1.9%,5.2%,0.1%,0.1%,2.2%,2.2%,0.1%,0.5%,3.2%,0.8%,7.7%,7.7%,0.0%,0.0%,0.0%,7.7%,0.0%,76.9%,85.9%,14.1%,6.4%,7.7%
41298,Huila,Garzón,52995,26177,26818,Centro Democrático,22115,999,2337,5680,5092,72,3217,207,537,543,724,123,45,318,705,37,53,1426,Voto en Blanco ,622,1,19,8,6,6,14,4,564,22737,3440,1685,1755,49.4%,50.6%,84.5%,4.5%,10.6%,25.7%,23.0%,0.3%,14.5%,0.9%,2.4%,2.5%,3.3%,0.6%,0.2%,1.4%,3.2%,0.2%,0.2%,6.4%,2.4%,0.2%,3.1%,1.3%,1.0%,1.0%,2.3%,0.6%,90.7%,86.9%,13.1%,6.4%,6.7%
41306,Huila,Gigante,18894,8902,9992,Centro Democrático,7421,149,1158,1687,751,50,1070,110,526,158,555,13,28,102,526,19,13,506,Voto en Blanco ,179,0,0,0,1,4,0,3,171,7600,1302,534,768,47.1%,52.9%,83.4%,2.0%,15.6%,22.7%,10.1%,0.7%,14.4%,1.5%,7.1%,2.1%,7.5%,0.2%,0.4%,1.4%,7.1%,0.3%,0.2%,6.8%,2.0%,0.0%,0.0%,0.0%,0.6%,2.2%,0.0%,1.7%,95.5%,85.4%,14.6%,6.0%,8.6%
41319,Huila,Guadalupe,12715,6089,6626,Partido Liberal,5051,260,802,795,927,11,1302,48,160,93,227,16,18,29,151,1,17,194,Voto en Blanco ,79,0,1,1,0,0,2,0,75,5130,959,410,549,47.9%,52.1%,83.0%,5.1%,15.9%,15.7%,18.4%,0.2%,25.8%,1.0%,3.2%,1.8%,4.5%,0.3%,0.4%,0.6%,3.0%,0.0%,0.3%,3.8%,1.3%,0.0%,1.3%,1.3%,0.0%,0.0%,2.5%,0.0%,94.9%,84.3%,15.7%,6.7%,9.0%
41349,Huila,Hobo,5710,2576,3134,Cambio Radical,2144,76,446,315,204,11,393,47,110,48,135,3,6,41,208,2,5,94,Voto en Blanco ,41,1,0,10,0,2,2,0,26,2185,391,151,240,45.1%,54.9%,83.2%,3.5%,20.8%,14.7%,9.5%,0.5%,18.3%,2.2%,5.1%,2.2%,6.3%,0.1%,0.3%,1.9%,9.7%,0.1%,0.2%,4.4%,1.6%,2.4%,0.0%,24.4%,0.0%,4.9%,4.9%,0.0%,63.4%,84.8%,15.2%,5.9%,9.3%
41357,Huila,Íquira,7096,3872,3224,Partido Conservador,2977,85,304,351,953,21,714,40,87,46,150,7,5,45,52,0,11,106,MAIS,350,0,241,2,0,50,5,0,52,3327,545,208,337,54.6%,45.4%,76.9%,2.9%,10.2%,11.8%,32.0%,0.7%,24.0%,1.3%,2.9%,1.5%,5.0%,0.2%,0.2%,1.5%,1.7%,0.0%,0.4%,3.6%,9.0%,0.0%,68.9%,0.6%,0.0%,14.3%,1.4%,0.0%,14.9%,85.9%,14.1%,5.4%,8.7%
41359,Huila,Isnos,18816,9551,9265,Centro Democrático,7766,1031,926,1723,980,32,1215,30,293,484,302,36,19,97,230,3,21,344,Voto en Blanco ,272,1,67,17,0,13,3,0,171,8038,1513,604,909,50.8%,49.2%,81.3%,13.3%,11.9%,22.2%,12.6%,0.4%,15.6%,0.4%,3.8%,6.2%,3.9%,0.5%,0.2%,1.2%,3.0%,0.0%,0.3%,4.4%,2.8%,0.4%,24.6%,6.3%,0.0%,4.8%,1.1%,0.0%,62.9%,84.2%,15.8%,6.3%,9.5%
41378,Huila,La Argentina,10498,5419,5079,Cambio Radical,4503,362,916,749,861,5,556,59,153,126,390,25,17,70,29,1,11,173,MAIS,234,3,103,3,0,16,12,0,97,4737,682,189,493,51.6%,48.4%,83.1%,8.0%,20.3%,16.6%,19.1%,0.1%,12.3%,1.3%,3.4%,2.8%,8.7%,0.6%,0.4%,1.6%,0.6%,0.0%,0.2%,3.8%,4.3%,1.3%,44.0%,1.3%,0.0%,6.8%,5.1%,0.0%,41.5%,87.4%,12.6%,3.5%,9.1%
41396,Huila,La Plata,41819,20436,21383,Centro Democrático,16357,535,2178,3347,2983,63,2401,312,460,324,1797,213,41,459,275,16,53,900,Movimiento Político Soberanía,1273,6,243,12,1,648,38,7,318,17630,2806,1166,1640,48.9%,51.1%,80.0%,3.3%,13.3%,20.5%,18.2%,0.4%,14.7%,1.9%,2.8%,2.0%,11.0%,1.3%,0.3%,2.8%,1.7%,0.1%,0.3%,5.5%,6.2%,0.5%,19.1%,0.9%,0.1%,50.9%,3.0%,0.5%,25.0%,86.3%,13.7%,5.7%,8.0%
41483,Huila,Nátaga,4716,2427,2289,Partido Conservador,1918,29,277,286,781,5,274,22,11,13,134,3,2,10,6,0,3,62,MAIS,153,0,86,1,0,45,4,0,17,2071,356,132,224,51.5%,48.5%,79.0%,1.5%,14.4%,14.9%,40.7%,0.3%,14.3%,1.1%,0.6%,0.7%,7.0%,0.2%,0.1%,0.5%,0.3%,0.0%,0.2%,3.2%,6.3%,0.0%,56.2%,0.7%,0.0%,29.4%,2.6%,0.0%,11.1%,85.3%,14.7%,5.4%,9.2%
41503,Huila,Oporapa,7661,4142,3519,Partido Conservador,3455,269,364,552,1320,3,144,17,13,127,398,45,6,42,28,4,5,118,Voto en Blanco ,50,0,0,0,0,0,0,1,49,3505,637,240,397,54.1%,45.9%,83.4%,7.8%,10.5%,16.0%,38.2%,0.1%,4.2%,0.5%,0.4%,3.7%,11.5%,1.3%,0.2%,1.2%,0.8%,0.1%,0.1%,3.4%,1.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.0%,98.0%,84.6%,15.4%,5.8%,9.6%
41518,Huila,Paicol,4922,2989,1933,Partido Conservador,2646,41,446,464,971,8,286,48,23,81,110,11,3,31,19,0,4,100,Voto en Blanco ,46,0,4,0,0,5,2,2,33,2692,297,118,179,60.7%,39.3%,88.5%,1.5%,16.9%,17.5%,36.7%,0.3%,10.8%,1.8%,0.9%,3.1%,4.2%,0.4%,0.1%,1.2%,0.7%,0.0%,0.2%,3.8%,1.5%,0.0%,8.7%,0.0%,0.0%,10.9%,4.3%,4.3%,71.7%,90.1%,9.9%,3.9%,6.0%
41524,Huila,Palermo,20598,10430,10168,Partido Conservador,8927,772,889,1152,2346,60,1312,101,482,324,501,27,12,220,199,12,20,498,Voto en Blanco ,183,1,12,0,1,0,2,1,166,9110,1320,572,748,50.6%,49.4%,85.6%,8.6%,10.0%,12.9%,26.3%,0.7%,14.7%,1.1%,5.4%,3.6%,5.6%,0.3%,0.1%,2.5%,2.2%,0.1%,0.2%,5.6%,1.8%,0.5%,6.6%,0.0%,0.5%,0.0%,1.1%,0.5%,90.7%,87.3%,12.7%,5.5%,7.2%
41530,Huila,Palestina,8802,4479,4323,Partido Liberal,3751,45,272,559,492,12,1391,32,32,42,594,14,14,38,95,1,10,108,Voto en Blanco ,66,0,3,2,0,4,2,0,55,3817,662,308,354,50.9%,49.1%,83.7%,1.2%,7.3%,14.9%,13.1%,0.3%,37.1%,0.9%,0.9%,1.1%,15.8%,0.4%,0.4%,1.0%,2.5%,0.0%,0.3%,2.9%,1.5%,0.0%,4.5%,3.0%,0.0%,6.1%,3.0%,0.0%,83.3%,85.2%,14.8%,6.9%,7.9%
41548,Huila,Pital,9443,4849,4594,Partido Conservador,4186,155,263,547,1286,4,1059,61,33,104,380,41,9,42,24,5,3,170,Voto en Blanco ,86,0,2,1,1,18,2,1,61,4272,577,208,369,51.4%,48.6%,86.3%,3.7%,6.3%,13.1%,30.7%,0.1%,25.3%,1.5%,0.8%,2.5%,9.1%,1.0%,0.2%,1.0%,0.6%,0.1%,0.1%,4.1%,1.8%,0.0%,2.3%,1.2%,1.2%,20.9%,2.3%,1.2%,70.9%,88.1%,11.9%,4.3%,7.6%
41551,Huila,Pitalito,94172,43536,50636,Centro Democrático,37154,1327,5634,7570,6585,134,4015,497,1063,1047,2740,308,78,1007,2576,19,233,2321,Voto en Blanco ,1001,3,80,10,4,16,55,7,826,38155,5381,2551,2830,46.2%,53.8%,85.3%,3.6%,15.2%,20.4%,17.7%,0.4%,10.8%,1.3%,2.9%,2.8%,7.4%,0.8%,0.2%,2.7%,6.9%,0.1%,0.6%,6.2%,2.3%,0.3%,8.0%,1.0%,0.4%,1.6%,5.5%,0.7%,82.5%,87.6%,12.4%,5.9%,6.5%
41615,Huila,Rivera,16577,8510,8067,Partido Liberal,7410,451,461,1054,951,78,2659,52,398,154,348,14,25,153,236,1,15,360,Voto en Blanco ,117,0,4,0,4,0,1,1,107,7527,983,526,457,51.3%,48.7%,87.1%,6.1%,6.2%,14.2%,12.8%,1.1%,35.9%,0.7%,5.4%,2.1%,4.7%,0.2%,0.3%,2.1%,3.2%,0.0%,0.2%,4.9%,1.4%,0.0%,3.4%,0.0%,3.4%,0.0%,0.9%,0.9%,91.5%,88.4%,11.6%,6.2%,5.4%
41660,Huila,Saladoblanco,9066,4940,4126,Cambio Radical,4189,140,1173,1056,814,2,426,33,10,103,178,15,8,50,90,1,12,78,Voto en Blanco ,34,0,1,0,0,1,0,0,32,4223,717,211,506,54.5%,45.5%,84.8%,3.3%,28.0%,25.2%,19.4%,0.0%,10.2%,0.8%,0.2%,2.5%,4.2%,0.4%,0.2%,1.2%,2.1%,0.0%,0.3%,1.9%,0.7%,0.0%,2.9%,0.0%,0.0%,2.9%,0.0%,0.0%,94.1%,85.5%,14.5%,4.3%,10.2%
41668,Huila,San Agustín,23993,11185,12808,Partido Conservador,8904,308,1597,1582,1632,101,1282,86,231,355,601,20,24,251,355,5,15,459,Voto en Blanco ,366,1,56,5,1,3,40,5,255,9270,1915,613,1302,46.6%,53.4%,79.6%,3.5%,17.9%,17.8%,18.3%,1.1%,14.4%,1.0%,2.6%,4.0%,6.7%,0.2%,0.3%,2.8%,4.0%,0.1%,0.2%,5.2%,3.3%,0.3%,15.3%,1.4%,0.3%,0.8%,10.9%,1.4%,69.7%,82.9%,17.1%,5.5%,11.6%
41676,Huila,Santa María,8131,3912,4219,Centro Democrático,3297,59,209,1081,1052,10,351,61,59,47,132,0,4,82,50,2,3,95,Voto en Blanco ,60,0,3,1,0,1,0,0,55,3357,555,221,334,48.1%,51.9%,84.3%,1.8%,6.3%,32.8%,31.9%,0.3%,10.6%,1.9%,1.8%,1.4%,4.0%,0.0%,0.1%,2.5%,1.5%,0.1%,0.1%,2.9%,1.5%,0.0%,5.0%,1.7%,0.0%,1.7%,0.0%,0.0%,91.7%,85.8%,14.2%,5.6%,8.5%
41770,Huila,Suaza,12350,5418,6932,Partido Conservador,4478,240,498,882,1011,17,708,21,123,76,458,13,9,44,219,1,8,150,Voto en Blanco ,89,0,4,1,0,0,2,0,82,4567,851,311,540,43.9%,56.1%,82.7%,5.4%,11.1%,19.7%,22.6%,0.4%,15.8%,0.5%,2.7%,1.7%,10.2%,0.3%,0.2%,1.0%,4.9%,0.0%,0.2%,3.3%,1.6%,0.0%,4.5%,1.1%,0.0%,0.0%,2.2%,0.0%,92.1%,84.3%,15.7%,5.7%,10.0%
41791,Huila,Tarqui,11710,6581,5129,Partido Conservador,5705,103,1045,571,1812,2,1331,44,67,106,260,32,9,73,55,1,2,192,Voto en Blanco ,94,0,1,0,0,2,2,0,89,5799,782,329,453,56.2%,43.8%,86.7%,1.8%,18.3%,10.0%,31.8%,0.0%,23.3%,0.8%,1.2%,1.9%,4.6%,0.6%,0.2%,1.3%,1.0%,0.0%,0.0%,3.4%,1.4%,0.0%,1.1%,0.0%,0.0%,2.1%,2.1%,0.0%,94.7%,88.1%,11.9%,5.0%,6.9%
41797,Huila,Tesalia,8025,4128,3897,Partido Conservador,3419,61,468,790,932,7,432,47,49,111,178,6,4,52,9,5,5,263,Voto en Blanco ,143,0,6,0,0,32,1,2,102,3562,566,239,327,51.4%,48.6%,82.8%,1.8%,13.7%,23.1%,27.3%,0.2%,12.6%,1.4%,1.4%,3.2%,5.2%,0.2%,0.1%,1.5%,0.3%,0.1%,0.1%,7.7%,3.5%,0.0%,4.2%,0.0%,0.0%,22.4%,0.7%,1.4%,71.3%,86.3%,13.7%,5.8%,7.9%
41799,Huila,Tello,10983,5161,5822,Partido Liberal,4395,76,733,493,586,65,1197,33,314,60,369,17,10,60,221,3,9,149,Voto en Blanco ,48,0,3,0,0,1,0,1,43,4443,718,261,457,47.0%,53.0%,85.2%,1.7%,16.7%,11.2%,13.3%,1.5%,27.2%,0.8%,7.1%,1.4%,8.4%,0.4%,0.2%,1.4%,5.0%,0.1%,0.2%,3.4%,0.9%,0.0%,6.3%,0.0%,0.0%,2.1%,0.0%,2.1%,89.6%,86.1%,13.9%,5.1%,8.9%
41801,Huila,Teruel,6690,3795,2895,Partido Conservador,3446,61,147,521,1356,8,712,13,254,49,114,10,4,27,48,4,21,97,Voto en Blanco ,33,0,1,0,0,2,1,0,29,3479,316,135,181,56.7%,43.3%,90.8%,1.8%,4.3%,15.1%,39.3%,0.2%,20.7%,0.4%,7.4%,1.4%,3.3%,0.3%,0.1%,0.8%,1.4%,0.1%,0.6%,2.8%,0.9%,0.0%,3.0%,0.0%,0.0%,6.1%,3.0%,0.0%,87.9%,91.7%,8.3%,3.6%,4.8%
41807,Huila,Timaná,15460,7862,7598,Centro Democrático,6577,117,633,1809,1673,13,1013,62,209,121,398,13,15,83,106,2,26,284,Voto en Blanco ,136,0,3,2,0,0,1,0,130,6713,1149,354,795,50.9%,49.1%,83.7%,1.8%,9.6%,27.5%,25.4%,0.2%,15.4%,0.9%,3.2%,1.8%,6.1%,0.2%,0.2%,1.3%,1.6%,0.0%,0.4%,4.3%,1.7%,0.0%,2.2%,1.5%,0.0%,0.0%,0.7%,0.0%,95.6%,85.4%,14.6%,4.5%,10.1%
41872,Huila,Villavieja,6595,3718,2877,Partido Conservador,3254,113,735,219,1063,15,675,40,28,72,116,3,0,30,39,0,3,103,Voto en Blanco ,30,0,1,0,0,0,0,0,29,3284,434,195,239,56.4%,43.6%,87.5%,3.5%,22.6%,6.7%,32.7%,0.5%,20.7%,1.2%,0.9%,2.2%,3.6%,0.1%,0.0%,0.9%,1.2%,0.0%,0.1%,3.2%,0.8%,0.0%,3.3%,0.0%,0.0%,0.0%,0.0%,0.0%,96.7%,88.3%,11.7%,5.2%,6.4%
41885,Huila,Yaguará,6773,3350,3423,Partido Liberal,2797,180,273,480,472,9,529,16,46,152,242,43,6,38,71,1,5,234,Voto en Blanco ,111,0,0,3,0,0,0,0,108,2908,442,290,152,49.5%,50.5%,83.5%,6.4%,9.8%,17.2%,16.9%,0.3%,18.9%,0.6%,1.6%,5.4%,8.7%,1.5%,0.2%,1.4%,2.5%,0.0%,0.2%,8.4%,3.3%,0.0%,0.0%,2.7%,0.0%,0.0%,0.0%,0.0%,97.3%,86.8%,13.2%,8.7%,4.5%
44001,La Guajira,Riohacha,116003,53868,62135,Partido Conservador,44600,1192,6816,3051,10900,99,4415,6613,1031,1617,4525,57,248,986,1775,67,101,1107,Autoridad Tradicional Casiyouren,2385,1070,277,29,4,20,351,13,621,46985,6883,3240,3643,46.4%,53.6%,82.8%,2.7%,15.3%,6.8%,24.4%,0.2%,9.9%,14.8%,2.3%,3.6%,10.1%,0.1%,0.6%,2.2%,4.0%,0.2%,0.2%,2.5%,4.4%,44.9%,11.6%,1.2%,0.2%,0.8%,14.7%,0.5%,26.0%,87.2%,12.8%,6.0%,6.8%
44035,La Guajira,Albania,16839,8879,7960,Opción Ciudadana,6993,182,376,242,1526,7,455,2626,89,118,858,11,44,115,218,5,6,115,MAIS,237,36,93,1,0,1,10,7,89,7230,1649,714,935,52.7%,47.3%,78.8%,2.6%,5.4%,3.5%,21.8%,0.1%,6.5%,37.6%,1.3%,1.7%,12.3%,0.2%,0.6%,1.6%,3.1%,0.1%,0.1%,1.6%,2.7%,15.2%,39.2%,0.4%,0.0%,0.4%,4.2%,3.0%,37.6%,81.4%,18.6%,8.0%,10.5%
